wave,flux,error
3420.660,2.336e-08,2.421e-09
3424.909,1.105e-08,1.132e-09
3429.159,4.753e-09,6.045e-10
3433.409,2.966e-09,3.767e-10
3437.659,2.111e-09,2.705e-10
3441.909,2.266e-09,2.258e-10
3446.160,1.934e-09,2.152e-10
3450.411,2.216e-09,2.098e-10
3454.663,1.560e-09,1.969e-10
3458.915,2.249e-09,1.922e-10
3463.167,1.495e-09,1.775e-10
3467.420,1.716e-09,1.634e-10
3471.673,1.249e-09,1.443e-10
3475.926,7.312e-10,1.226e-10
3480.180,1.191e-09,1.085e-10
3484.434,1.126e-09,1.028e-10
3488.688,5.245e-10,1.036e-10
3492.943,1.198e-09,1.157e-10
3497.198,1.127e-09,1.262e-10
3501.454,1.876e-09,1.348e-10
3505.709,1.198e-09,1.311e-10
3509.965,1.398e-09,1.261e-10
3514.222,9.400e-10,1.125e-10
3518.479,8.433e-10,9.666e-11
3522.736,5.404e-10,7.952e-11
3526.993,6.916e-10,6.461e-11
3531.251,6.686e-10,5.441e-11
3535.509,6.461e-10,4.822e-11
3539.768,5.087e-10,4.388e-11
3544.027,5.208e-10,4.227e-11
3548.286,4.653e-10,3.938e-11
3552.546,4.826e-10,3.765e-11
3556.806,4.096e-10,3.529e-11
3561.066,4.535e-10,3.382e-11
3565.326,3.874e-10,3.202e-11
3569.587,4.668e-10,3.070e-11
3573.849,3.236e-10,2.896e-11
3578.110,3.415e-10,2.735e-11
3582.372,3.318e-10,2.569e-11
3586.635,3.143e-10,2.418e-11
3590.897,2.874e-10,2.243e-11
3595.160,2.687e-10,2.109e-11
3599.423,2.342e-10,1.929e-11
3603.687,2.945e-10,1.790e-11
3607.951,2.676e-10,1.645e-11
3612.215,2.401e-10,1.514e-11
3616.480,2.223e-10,1.386e-11
3620.745,2.202e-10,1.293e-11
3625.010,2.039e-10,1.215e-11
3629.276,2.284e-10,1.142e-11
3633.542,1.905e-10,1.086e-11
3637.809,1.854e-10,1.041e-11
3642.075,2.088e-10,9.826e-12
3646.342,1.927e-10,9.280e-12
3650.610,1.734e-10,8.391e-12
3654.877,1.754e-10,7.801e-12
3659.145,1.686e-10,7.206e-12
3663.414,1.780e-10,6.833e-12
3667.682,1.736e-10,6.313e-12
3671.951,1.665e-10,5.966e-12
3676.221,1.550e-10,5.614e-12
3680.490,1.449e-10,5.371e-12
3684.760,1.525e-10,5.130e-12
3689.031,1.472e-10,4.882e-12
3693.301,1.492e-10,4.533e-12
3697.572,1.454e-10,4.247e-12
3701.844,1.374e-10,3.808e-12
3706.115,1.323e-10,3.562e-12
3710.387,1.306e-10,3.306e-12
3714.660,1.161e-10,3.101e-12
3718.932,1.175e-10,2.970e-12
3723.205,1.191e-10,2.852e-12
3727.479,1.154e-10,2.695e-12
3731.752,1.109e-10,2.590e-12
3736.026,1.089e-10,2.443e-12
3740.301,1.006e-10,2.307e-12
3744.575,1.090e-10,2.208e-12
3748.850,1.084e-10,2.109e-12
3753.125,1.038e-10,1.972e-12
3757.401,1.055e-10,1.888e-12
3761.677,1.052e-10,1.830e-12
3765.953,1.105e-10,1.800e-12
3770.230,1.116e-10,1.728e-12
3774.507,1.106e-10,1.656e-12
3778.784,1.030e-10,1.526e-12
3783.061,1.055e-10,1.451e-12
3787.339,1.090e-10,1.388e-12
3791.617,1.075e-10,1.326e-12
3795.896,1.089e-10,1.307e-12
3800.175,1.043e-10,1.269e-12
3804.454,9.903e-11,1.214e-12
3808.733,9.406e-11,1.168e-12
3813.013,9.582e-11,1.139e-12
3817.293,9.282e-11,1.086e-12
3821.574,8.876e-11,1.036e-12
3825.854,8.429e-11,9.558e-13
3830.135,7.695e-11,8.716e-13
3834.417,7.540e-11,8.237e-13
3838.698,7.277e-11,7.936e-13
3842.980,7.715e-11,8.022e-13
3847.263,8.012e-11,8.149e-13
3851.545,8.049e-11,8.049e-13
3855.828,8.518e-11,7.957e-13
3860.112,8.618e-11,7.732e-13
3864.395,8.497e-11,7.331e-13
3868.679,8.381e-11,7.000e-13
3872.963,8.214e-11,6.731e-13
3877.248,8.246e-11,6.555e-13
3881.533,8.413e-11,6.414e-13
3885.818,8.455e-11,6.333e-13
3890.103,8.920e-11,6.351e-13
3894.389,9.258e-11,6.346e-13
3898.675,9.730e-11,6.382e-13
3902.962,9.991e-11,6.359e-13
3907.249,1.029e-10,6.311e-13
3911.536,1.027e-10,6.179e-13
3915.823,9.603e-11,5.879e-13
3920.111,9.100e-11,5.616e-13
3924.399,8.733e-11,5.363e-13
3928.687,8.141e-11,5.091e-13
3932.975,7.915e-11,4.902e-13
3937.264,7.673e-11,4.743e-13
3941.554,7.628e-11,4.624e-13
3945.843,7.553e-11,4.516e-13
3950.133,8.102e-11,4.554e-13
3954.423,8.564e-11,4.588e-13
3958.713,8.819e-11,4.568e-13
3963.004,9.003e-11,4.552e-13
3967.295,8.995e-11,4.485e-13
3971.587,9.184e-11,4.484e-13
3975.878,9.431e-11,4.476e-13
3980.170,1.008e-10,4.560e-13
3984.463,1.155e-10,4.796e-13
3988.755,1.290e-10,4.993e-13
3993.048,1.398e-10,5.132e-13
3997.341,1.474e-10,5.208e-13
4001.635,1.524e-10,5.231e-13
4005.929,1.553e-10,5.218e-13
4010.223,1.572e-10,5.191e-13
4014.517,1.625e-10,5.224e-13
4018.812,1.636e-10,5.189e-13
4023.107,1.657e-10,5.170e-13
4027.402,1.692e-10,5.163e-13
4031.698,1.678e-10,5.094e-13
4035.994,1.674e-10,5.037e-13
4040.290,1.675e-10,4.991e-13
4044.586,1.690e-10,4.967e-13
4048.883,1.686e-10,4.915e-13
4053.180,1.690e-10,4.870e-13
4057.478,1.711e-10,4.852e-13
4061.775,1.677e-10,4.765e-13
4066.073,1.689e-10,4.734e-13
4070.372,1.710e-10,4.717e-13
4074.670,1.725e-10,4.693e-13
4078.969,1.784e-10,4.724e-13
4083.268,1.812e-10,4.719e-13
4087.568,1.833e-10,4.701e-13
4091.868,1.840e-10,4.667e-13
4096.168,1.852e-10,4.639e-13
4100.468,1.836e-10,4.580e-13
4104.769,1.823e-10,4.521e-13
4109.070,1.837e-10,4.498e-13
4113.371,1.893e-10,4.525e-13
4117.673,1.984e-10,4.590e-13
4121.975,2.020e-10,4.590e-13
4126.277,2.004e-10,4.532e-13
4130.579,2.015e-10,4.507e-13
4134.882,1.998e-10,4.450e-13
4139.185,1.992e-10,4.405e-13
4143.488,2.019e-10,4.399e-13
4147.792,2.024e-10,4.366e-13
4152.096,2.029e-10,4.337e-13
4156.400,2.042e-10,4.315e-13
4160.704,2.060e-10,4.298e-13
4165.009,2.070e-10,4.273e-13
4169.314,2.060e-10,4.228e-13
4173.620,2.043e-10,4.180e-13
4177.925,1.998e-10,4.099e-13
4182.231,2.000e-10,4.069e-13
4186.537,1.995e-10,4.036e-13
4190.844,1.999e-10,4.006e-13
4195.151,2.008e-10,3.985e-13
4199.458,2.027e-10,3.975e-13
4203.765,2.030e-10,3.947e-13
4208.073,2.063e-10,3.948e-13
4212.381,2.102e-10,3.956e-13
4216.689,2.113e-10,3.935e-13
4220.997,2.081e-10,3.875e-13
4225.306,2.016e-10,3.788e-13
4229.615,1.976e-10,3.725e-13
4233.925,1.995e-10,3.716e-13
4238.234,2.031e-10,3.721e-13
4242.544,2.050e-10,3.713e-13
4246.854,2.061e-10,3.697e-13
4251.165,2.044e-10,3.657e-13
4255.476,2.037e-10,3.623e-13
4259.787,2.018e-10,3.584e-13
4264.098,2.016e-10,3.554e-13
4268.409,2.005e-10,3.523e-13
4272.721,1.981e-10,3.479e-13
4277.034,1.954e-10,3.434e-13
4281.346,1.950e-10,3.407e-13
4285.659,1.936e-10,3.372e-13
4289.972,1.888e-10,3.307e-13
4294.285,1.808e-10,3.220e-13
4298.599,1.695e-10,3.097e-13
4302.912,1.605e-10,2.998e-13
4307.227,1.606e-10,2.980e-13
4311.541,1.715e-10,3.059e-13
4315.856,1.919e-10,3.211e-13
4320.171,2.330e-10,3.511e-13
4324.486,2.458e-10,3.585e-13
4328.801,2.410e-10,3.527e-13
4333.117,2.405e-10,3.504e-13
4337.433,2.381e-10,3.465e-13
4341.749,2.317e-10,3.401e-13
4346.066,2.345e-10,3.399e-13
4350.383,2.509e-10,3.494e-13
4354.700,2.583e-10,3.524e-13
4359.017,2.685e-10,3.574e-13
4363.335,2.711e-10,3.570e-13
4367.653,2.735e-10,3.563e-13
4371.971,2.662e-10,3.499e-13
4376.290,2.595e-10,3.437e-13
4380.609,2.490e-10,3.350e-13
4384.928,2.442e-10,3.299e-13
4389.247,2.458e-10,3.293e-13
4393.566,2.532e-10,3.324e-13
4397.886,2.604e-10,3.352e-13
4402.206,2.675e-10,3.381e-13
4406.527,2.673e-10,3.362e-13
4410.847,2.760e-10,3.399e-13
4415.168,2.809e-10,3.413e-13
4419.490,2.895e-10,3.447e-13
4423.811,2.932e-10,3.450e-13
4428.133,2.918e-10,3.425e-13
4432.455,2.896e-10,3.397e-13
4436.777,2.891e-10,3.379e-13
4441.100,2.884e-10,3.358e-13
4445.422,2.898e-10,3.350e-13
4449.745,2.874e-10,3.322e-13
4454.069,2.822e-10,3.278e-13
4458.392,2.764e-10,3.230e-13
4462.716,2.790e-10,3.232e-13
4467.040,2.881e-10,3.268e-13
4471.365,2.977e-10,3.308e-13
4475.689,3.001e-10,3.307e-13
4480.014,3.010e-10,3.298e-13
4484.339,3.001e-10,3.280e-13
4488.665,3.016e-10,3.274e-13
4492.990,3.023e-10,3.266e-13
4497.316,3.062e-10,3.273e-13
4501.643,3.181e-10,3.322e-13
4505.969,3.197e-10,3.318e-13
4510.296,3.153e-10,3.283e-13
4514.623,3.118e-10,3.252e-13
4518.950,3.095e-10,3.228e-13
4523.278,3.027e-10,3.181e-13
4527.605,2.976e-10,3.142e-13
4531.933,2.905e-10,3.094e-13
4536.262,2.975e-10,3.121e-13
4540.590,3.039e-10,3.143e-13
4544.919,3.077e-10,3.151e-13
4549.248,3.063e-10,3.135e-13
4553.577,3.083e-10,3.133e-13
4557.907,3.155e-10,3.158e-13
4562.237,3.167e-10,3.155e-13
4566.567,3.201e-10,3.160e-13
4570.897,3.209e-10,3.154e-13
4575.228,3.204e-10,3.141e-13
4579.558,3.162e-10,3.111e-13
4583.890,3.153e-10,3.097e-13
4588.221,3.140e-10,3.080e-13
4592.553,3.159e-10,3.081e-13
4596.884,3.174e-10,3.078e-13
4601.216,3.207e-10,3.084e-13
4605.549,3.236e-10,3.088e-13
4609.881,3.291e-10,3.104e-13
4614.214,3.313e-10,3.105e-13
4618.547,3.332e-10,3.104e-13
4622.881,3.322e-10,3.091e-13
4627.214,3.309e-10,3.075e-13
4631.548,3.305e-10,3.064e-13
4635.882,3.267e-10,3.037e-13
4640.217,3.273e-10,3.031e-13
4644.551,3.222e-10,2.999e-13
4648.886,3.227e-10,2.991e-13
4653.221,3.242e-10,2.990e-13
4657.556,3.290e-10,3.003e-13
4661.892,3.266e-10,2.985e-13
4666.228,3.198e-10,2.945e-13
4670.564,3.201e-10,2.938e-13
4674.900,3.257e-10,2.955e-13
4679.237,3.270e-10,2.953e-13
4683.574,3.297e-10,2.956e-13
4687.911,3.289e-10,2.945e-13
4692.248,3.290e-10,2.937e-13
4696.586,3.246e-10,2.909e-13
4700.923,3.216e-10,2.887e-13
4705.261,3.202e-10,2.874e-13
4709.600,3.263e-10,2.894e-13
4713.938,3.328e-10,2.914e-13
4718.277,3.384e-10,2.930e-13
4722.616,3.387e-10,2.924e-13
4726.955,3.367e-10,2.908e-13
4731.295,3.343e-10,2.890e-13
4735.634,3.345e-10,2.884e-13
4739.974,3.386e-10,2.894e-13
4744.315,3.412e-10,2.898e-13
4748.655,3.411e-10,2.889e-13
4752.996,3.382e-10,2.870e-13
4757.337,3.342e-10,2.846e-13
4761.678,3.356e-10,2.844e-13
4766.019,3.356e-10,2.838e-13
4770.361,3.415e-10,2.856e-13
4774.703,3.471e-10,2.873e-13
4779.045,3.488e-10,2.873e-13
4783.387,3.475e-10,2.860e-13
4787.730,3.437e-10,2.838e-13
4792.073,3.456e-10,2.839e-13
4796.416,3.491e-10,2.847e-13
4800.759,3.483e-10,2.836e-13
4805.102,3.487e-10,2.832e-13
4809.446,3.488e-10,2.826e-13
4813.790,3.534e-10,2.838e-13
4818.134,3.515e-10,2.824e-13
4822.479,3.518e-10,2.820e-13
4826.823,3.479e-10,2.798e-13
4831.168,3.467e-10,2.787e-13
4835.514,3.432e-10,2.767e-13
4839.859,3.379e-10,2.740e-13
4844.205,3.324e-10,2.712e-13
4848.550,3.244e-10,2.673e-13
4852.896,3.080e-10,2.600e-13
4857.243,2.934e-10,2.532e-13
4861.589,2.883e-10,2.505e-13
4865.936,2.981e-10,2.543e-13
4870.283,3.122e-10,2.597e-13
4874.630,3.225e-10,2.634e-13
4878.978,3.264e-10,2.644e-13
4883.325,3.278e-10,2.644e-13
4887.673,3.278e-10,2.639e-13
4892.021,3.325e-10,2.653e-13
4896.370,3.410e-10,2.682e-13
4900.718,3.452e-10,2.693e-13
4905.067,3.407e-10,2.670e-13
4909.416,3.344e-10,2.641e-13
4913.765,3.293e-10,2.616e-13
4918.115,3.267e-10,2.601e-13
4922.465,3.286e-10,2.604e-13
4926.815,3.357e-10,2.627e-13
4931.165,3.392e-10,2.636e-13
4935.515,3.400e-10,2.634e-13
4939.866,3.405e-10,2.632e-13
4944.217,3.474e-10,2.653e-13
4948.568,3.475e-10,2.650e-13
4952.919,3.462e-10,2.640e-13
4957.270,3.437e-10,2.626e-13
4961.622,3.476e-10,2.637e-13
4965.974,3.511e-10,2.646e-13
4970.326,3.509e-10,2.642e-13
4974.678,3.480e-10,2.626e-13
4979.031,3.426e-10,2.602e-13
4983.384,3.403e-10,2.589e-13
4987.737,3.451e-10,2.603e-13
4992.090,3.471e-10,2.606e-13
4996.444,3.455e-10,2.597e-13
5000.797,3.396e-10,2.571e-13
5005.151,3.361e-10,2.554e-13
5009.505,3.350e-10,2.546e-13
5013.860,3.344e-10,2.541e-13
5018.214,3.372e-10,2.547e-13
5022.569,3.433e-10,2.566e-13
5026.924,3.475e-10,2.577e-13
5031.279,3.485e-10,2.578e-13
5035.635,3.444e-10,2.559e-13
5039.990,3.439e-10,2.553e-13
5044.346,3.494e-10,2.570e-13
5048.702,3.545e-10,2.584e-13
5053.058,3.584e-10,2.595e-13
5057.415,3.632e-10,2.608e-13
5061.772,3.614e-10,2.598e-13
5066.128,3.572e-10,2.579e-13
5070.486,3.528e-10,2.558e-13
5074.843,3.515e-10,2.551e-13
5079.200,3.503e-10,2.542e-13
5083.558,3.541e-10,2.552e-13
5087.916,3.582e-10,2.563e-13
5092.274,3.612e-10,2.570e-13
5096.633,3.548e-10,2.544e-13
5100.991,3.558e-10,2.544e-13
5105.350,3.575e-10,2.546e-13
5109.709,3.610e-10,2.555e-13
5114.068,3.635e-10,2.560e-13
5118.428,3.617e-10,2.550e-13
5122.787,3.579e-10,2.533e-13
5127.147,3.535e-10,2.514e-13
5131.507,3.522e-10,2.505e-13
5135.867,3.506e-10,2.495e-13
5140.228,3.504e-10,2.492e-13
5144.589,3.525e-10,2.495e-13
5148.949,3.527e-10,2.492e-13
5153.310,3.526e-10,2.488e-13
5157.672,3.446e-10,2.457e-13
5162.033,3.298e-10,2.400e-13
5166.395,3.165e-10,2.348e-13
5170.757,3.138e-10,2.334e-13
5175.119,3.221e-10,2.361e-13
5179.481,3.278e-10,2.378e-13
5183.844,3.317e-10,2.389e-13
5188.206,3.361e-10,2.401e-13
5192.569,3.465e-10,2.435e-13
5196.932,3.529e-10,2.453e-13
5201.296,3.547e-10,2.456e-13
5205.659,3.552e-10,2.454e-13
5210.023,3.572e-10,2.457e-13
5214.387,3.590e-10,2.459e-13
5218.751,3.585e-10,2.454e-13
5223.115,3.558e-10,2.442e-13
5227.480,3.541e-10,2.434e-13
5231.844,3.594e-10,2.448e-13
5236.209,3.664e-10,2.468e-13
5240.574,3.696e-10,2.476e-13
5244.939,3.714e-10,2.479e-13
5249.305,3.676e-10,2.463e-13
5253.671,3.617e-10,2.441e-13
5258.037,3.545e-10,2.413e-13
5262.403,3.429e-10,2.371e-13
5266.769,3.385e-10,2.353e-13
5271.135,3.443e-10,2.371e-13
5275.502,3.564e-10,2.409e-13
5279.869,3.673e-10,2.443e-13
5284.236,3.737e-10,2.461e-13
5288.603,3.757e-10,2.465e-13
5292.970,3.755e-10,2.462e-13
5297.338,3.751e-10,2.459e-13
5301.706,3.773e-10,2.463e-13
5306.074,3.795e-10,2.468e-13
5310.442,3.821e-10,2.475e-13
5314.810,3.761e-10,2.453e-13
5319.179,3.680e-10,2.425e-13
5323.548,3.616e-10,2.401e-13
5327.917,3.601e-10,2.394e-13
5332.286,3.651e-10,2.409e-13
5336.655,3.691e-10,2.420e-13
5341.025,3.711e-10,2.425e-13
5345.394,3.740e-10,2.433e-13
5349.764,3.785e-10,2.446e-13
5354.134,3.790e-10,2.446e-13
5358.505,3.779e-10,2.441e-13
5362.875,3.723e-10,2.422e-13
5367.246,3.663e-10,2.401e-13
5371.616,3.678e-10,2.404e-13
5375.988,3.694e-10,2.408e-13
5380.359,3.700e-10,2.409e-13
5384.730,3.663e-10,2.396e-13
5389.102,3.627e-10,2.383e-13
5393.473,3.567e-10,2.362e-13
5397.845,3.520e-10,2.346e-13
5402.217,3.494e-10,2.336e-13
5406.590,3.478e-10,2.330e-13
5410.962,3.503e-10,2.337e-13
5415.335,3.526e-10,2.344e-13
5419.708,3.542e-10,2.349e-13
5424.081,3.514e-10,2.338e-13
5428.454,3.526e-10,2.341e-13
5432.827,3.553e-10,2.349e-13
5437.201,3.599e-10,2.363e-13
5441.575,3.669e-10,2.384e-13
5445.949,3.693e-10,2.390e-13
5450.323,3.739e-10,2.404e-13
5454.697,3.774e-10,2.413e-13
5459.071,3.791e-10,2.417e-13
5463.446,3.798e-10,2.417e-13
5467.821,3.803e-10,2.417e-13
5472.196,3.791e-10,2.411e-13
5476.571,3.790e-10,2.409e-13
5480.946,3.804e-10,2.410e-13
5485.322,3.837e-10,2.419e-13
5489.698,3.858e-10,2.423e-13
5494.074,3.853e-10,2.418e-13
5498.450,3.843e-10,2.413e-13
5502.826,3.832e-10,2.406e-13
5507.202,3.827e-10,2.402e-13
5511.579,3.849e-10,2.405e-13
5515.956,3.849e-10,2.403e-13
5520.332,3.838e-10,2.397e-13
5524.710,3.821e-10,2.388e-13
5529.087,3.816e-10,2.383e-13
5533.464,3.832e-10,2.385e-13
5537.842,3.858e-10,2.390e-13
5542.220,3.876e-10,2.393e-13
5546.598,3.878e-10,2.391e-13
5550.976,3.868e-10,2.386e-13
5555.354,3.847e-10,2.376e-13
5559.733,3.823e-10,2.367e-13
5564.111,3.790e-10,2.354e-13
5568.490,3.776e-10,2.349e-13
5572.869,3.770e-10,2.344e-13
5577.248,3.766e-10,2.341e-13
5581.627,3.743e-10,2.333e-13
5586.007,3.710e-10,2.321e-13
5590.387,3.695e-10,2.315e-13
5594.766,3.725e-10,2.323e-13
5599.146,3.776e-10,2.338e-13
5603.527,3.803e-10,2.345e-13
5607.907,3.823e-10,2.351e-13
5612.287,3.820e-10,2.349e-13
5616.668,3.804e-10,2.344e-13
5621.049,3.828e-10,2.351e-13
5625.430,3.853e-10,2.358e-13
5629.811,3.859e-10,2.359e-13
5634.192,3.861e-10,2.360e-13
5638.574,3.864e-10,2.361e-13
5642.955,3.850e-10,2.355e-13
5647.337,3.831e-10,2.350e-13
5651.719,3.816e-10,2.344e-13
5656.101,3.805e-10,2.341e-13
5660.483,3.812e-10,2.342e-13
5664.866,3.838e-10,2.350e-13
5669.248,3.868e-10,2.359e-13
5673.631,3.871e-10,2.359e-13
5678.014,3.847e-10,2.351e-13
5682.397,3.840e-10,2.349e-13
5686.780,3.818e-10,2.342e-13
5691.164,3.820e-10,2.342e-13
5695.547,3.814e-10,2.340e-13
5699.931,3.772e-10,2.327e-13
5704.315,3.750e-10,2.319e-13
5708.699,3.742e-10,2.316e-13
5713.083,3.763e-10,2.323e-13
5717.467,3.831e-10,2.343e-13
5721.852,3.874e-10,2.355e-13
5726.237,3.886e-10,2.359e-13
5730.621,3.897e-10,2.361e-13
5735.006,3.880e-10,2.356e-13
5739.392,3.862e-10,2.350e-13
5743.777,3.853e-10,2.347e-13
5748.162,3.802e-10,2.331e-13
5752.548,3.778e-10,2.324e-13
5756.934,3.777e-10,2.323e-13
5761.319,3.785e-10,2.325e-13
5765.705,3.797e-10,2.327e-13
5770.092,3.814e-10,2.333e-13
5774.478,3.795e-10,2.326e-13
5778.864,3.785e-10,2.323e-13
5783.251,3.774e-10,2.319e-13
5787.638,3.793e-10,2.324e-13
5792.025,3.823e-10,2.333e-13
